,growth_collection,processing,preparation,material,energy,things,buildings,infrastructure,inhabited,waste,sleep,hygiene_grooming,childcare,adultcare,moving_things,moving_people,organization,education,meals,active_recreation,religious,social,interactive,passive,work_employed,work_other,unknown
"('SYC', 8)",0.0814759,0.009365,0.1545232,0.0046825,,,0.2238246,,0.4738713,,9.3,1.1333,0.2313166,0.2313166,0.098333,0.8485,0.0149841,2.191255,1.1619,1.2848842,0.7791717,0.7641877,1.6482479,3.3639242,,,
"('SYC', 9)",0.0819214,0.0087773,0.1979767,0.0048763,,,0.2233333,,0.5656476,,9.3,0.8979,0.2311353,0.2311353,0.0975254,0.8485,0.0146288,2.191255,1.0098,1.4706838,0.7899561,0.6173361,1.5399269,3.6776847,,,
"('SYC', 10)",0.0440394,0.0100089,0.3733336,0.0830742,,,0.1191064,,0.7236467,,9.1,0.7914,0.209187,0.1241109,0.19017,0.8485,0.066059,2.191255,1.0599,1.2401083,0.6726011,1.0038972,1.5343713,3.6182336,,,
"('SYC', 11)",0.0444794,0.0101089,0.3770636,0.0839042,,,0.1202964,,0.7308767,,9.0,0.7914,0.211277,0.1253509,0.19207,0.8485,0.066719,2.191255,1.0599,1.2524983,0.6793211,1.0139272,1.5497013,3.6543836,,,
"('SYC', 12)",0.1513614,0.0338711,0.3641141,0.0942039,,,0.0645667,,0.8118474,,8.9,0.7876,0.128075,0.0825608,0.1788816,0.8485,0.1354843,1.889288,0.9899,1.2733409,0.4307978,1.4268192,1.4374039,3.9735009,,,
"('SYC', 13)",0.1656056,0.0370586,0.4250158,0.1030692,,,0.0694849,,0.784021,,8.05,0.7057,0.1227566,0.0833818,0.1945576,0.8485,0.2119289,1.889288,0.9257,1.3329515,0.4979749,1.7811289,1.2877863,4.4840904,,,
"('SYC', 14)",0.1656056,0.0370586,0.4250158,0.1030692,,,0.0694849,,0.784021,,8.05,0.7057,0.1227566,0.0833818,0.1945576,0.8485,0.2119289,1.889288,0.9257,1.3329515,0.4979749,1.7811289,1.2877863,4.4840904,,,
"('SYC', 15)",0.1748992,0.0391383,0.4451979,0.1088533,,,0.0733843,,0.8182346,,7.4,0.7029,0.1333148,0.0905073,0.205476,0.8485,0.2348297,1.889288,0.9286,1.3417091,0.516136,1.8847527,1.4053088,4.757747,,,
"('SYC', 16)",0.206699,0.0452536,0.4513133,0.1076303,,,0.240945,,0.7962194,,7.4,0.7029,0.1174148,0.0758304,0.2764141,0.8485,0.2641834,1.889288,0.9286,1.168033,0.4109519,2.1367054,1.2744402,4.6599013,,,
"('SYC', 17)",0.2095812,0.0465736,0.4890229,0.1103059,,,0.2451242,,0.8285199,,7.4,0.718,0.1188853,0.0772141,0.2806673,0.8485,0.268411,1.889288,0.888,0.9694664,0.4191625,2.5002672,1.0834491,4.6083357,,,
"('SYC', 18)",0.2095812,0.0465736,0.4890229,0.1103059,,,0.2451242,,0.8285199,,7.4,0.718,0.1188853,0.0772141,0.2806673,0.8485,0.268411,1.889288,0.888,0.9694664,0.4191625,2.5002672,1.0834491,4.6083357,,,
"('TZA', 0)",,,,,,,,,,,13.16,1.2738,,,,0.8485,,,1.6619,1.093649,0.0649134,0.7620264,3.0650395,2.0708773,,,
"('TZA', 1)",,,,,,,,,,,12.6,1.2738,,,,0.8485,,,1.6619,1.180449,0.0700654,0.8225064,3.3083035,2.2352373,,,
"('TZA', 2)",,,,,,,,,,,12.0,1.2738,,,,0.8485,,,1.6619,1.273449,0.0755854,0.8873064,3.5689435,2.4113373,,,
"('TZA', 3)",,,,,,,,,,,12.0,1.219,,,,0.8485,,,1.3381,1.4026061,0.179623,0.7803715,2.8799834,3.351816,,,
"('TZA', 4)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,,1.8348,1.1416209,0.1791626,1.3450181,2.9946992,2.9946992,,,
"('TZA', 5)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,2.264663888888889,1.8348,0.8429117,0.1322841,0.9930893,2.2111255,2.2111255,,,
"('TZA', 6)",,,,,,,,,0.7850371,,9.7,1.1333,,,,0.8485,,2.1946898000000004,1.1619,1.6534171,0.272433,0.7698023,2.0790936,3.4027234,,,
"('TZA', 7)",,,,,,,,,0.8349399,,9.4,1.1333,,,,0.8485,,1.925023,1.1619,1.7585206,0.2897508,0.8187367,2.2112563,3.6190259,,,
"('TZA', 8)",0.0837921,0.0096313,0.1589161,0.0048156,,,0.2301875,,0.4873426,,9.3,1.1333,0.2378925,0.2378925,0.1011284,0.8485,0.01541,1.925023,1.1619,1.3214112,0.8013222,0.7859122,1.6951048,3.4595547,,,
"('TZA', 9)",0.0841577,0.0090169,0.2033812,0.0050094,,,0.22943,,0.5810891,,9.3,0.8979,0.237445,0.237445,0.1001878,0.8485,0.0150282,1.925023,1.0098,1.5108316,0.8115209,0.6341886,1.5819649,3.7780808,,,
"('TZA', 10)",0.0452108,0.0102752,0.3832641,0.085284,,,0.1222746,,0.7428953,,9.1,0.7914,0.2147512,0.1274122,0.1952284,0.8485,0.0678162,1.925023,1.0599,1.2730944,0.6904919,1.0306003,1.5751846,3.7144765,,,
"('TZA', 11)",0.0456508,0.0103752,0.3869941,0.086114,,,0.1234646,,0.7501253,,9.0,0.7914,0.2168412,0.1286522,0.1971284,0.8485,0.0684762,1.925023,1.0599,1.2854844,0.6972119,1.0406303,1.5905146,3.7506265,,,
"('TZA', 12)",0.1508504,0.0337567,0.3628848,0.0938859,,,0.0643488,,0.8091065,,8.9,0.7876,0.1276426,0.082282,0.1782777,0.8485,0.1350269,1.925023,0.9899,1.2690419,0.4293434,1.4220021,1.4325511,3.960086,,,
"('TZA', 13)",0.1650946,0.0369442,0.4237043,0.1027512,,,0.0692705,,0.7816017,,8.05,0.7057,0.1223778,0.0831246,0.1939573,0.8485,0.2112749,1.925023,0.9257,1.3288384,0.4964383,1.7756328,1.2838126,4.4702538,,,
"('TZA', 14)",0.1855447,0.0415205,0.4761883,0.1154789,,,0.0778509,,0.8784181,,8.05,0.7057,0.1375367,0.0934211,0.2179826,0.8485,0.2374454,0.494943,0.9257,1.4934406,0.5579318,1.9955791,1.4428375,5.0239808,,,
"('TZA', 15)",0.1948383,0.0436002,0.4959521,0.121263,,,0.0817503,,0.9115163,,7.4,0.7029,0.1485131,0.1008254,0.228901,0.8485,0.2616011,0.494943,0.9286,1.4946688,0.5749774,2.0996213,1.565519,5.3001472,,,
"('TZA', 16)",0.2302635,0.0504127,0.5027646,0.1199005,,,0.2684136,,0.8869912,,7.4,0.7029,0.1308005,0.0844754,0.3079263,0.8485,0.2943012,0.494943,0.9286,1.3011929,0.4578019,2.3802975,1.4197309,5.1911467,,,
"('TZA', 17)",0.2334245,0.0518721,0.5446572,0.122855,,,0.2730111,,0.9227777,,7.4,0.718,0.1324104,0.0859985,0.3125978,0.8485,0.2989472,0.494943,0.888,1.0797591,0.466849,2.7847136,1.2067092,5.1326094,,,
"('TZA', 18)",0.2334245,0.0518721,0.5446572,0.122855,,,0.2730111,,0.9227777,,7.4,0.718,0.1324104,0.0859985,0.3125978,0.8485,0.2989472,0.494943,0.888,1.0797591,0.466849,2.7847136,1.2067092,5.1326094,,,
"('UGA', 0)",,,,,,,,,,,13.16,1.2738,,,,0.8485,,,1.6619,1.093649,0.0649134,0.7620264,3.0650395,2.0708773,,,
"('UGA', 1)",,,,,,,,,,,12.6,1.2738,,,,0.8485,,,1.6619,1.180449,0.0700654,0.8225064,3.3083035,2.2352373,,,
"('UGA', 2)",,,,,,,,,,,12.0,1.2738,,,,0.8485,,,1.6619,1.273449,0.0755854,0.8873064,3.5689435,2.4113373,,,
"('UGA', 3)",,,,,,,,,,,12.0,1.219,,,,0.8485,,,1.3381,1.4026061,0.179623,0.7803715,2.8799834,3.351816,,,
"('UGA', 4)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,,1.8348,1.1416209,0.1791626,1.3450181,2.9946992,2.9946992,,,
"('UGA', 5)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,2.264663888888889,1.8348,0.8429117,0.1322841,0.9930893,2.2111255,2.2111255,,,
"('UGA', 6)",,,,,,,,,0.7907863,,9.7,1.1333,,,,0.8485,,2.129059,1.1619,1.665526,0.2744281,0.77544,2.0943199,3.4276434,,,
"('UGA', 7)",,,,,,,,,0.8170663,,9.4,1.1333,,,,0.8485,,2.129059,1.1619,1.720876,0.2835481,0.80121,2.1639199,3.5415534,,,
"('UGA', 8)",0.082017,0.0094272,0.1555495,0.0047136,,,0.2253111,,0.4770184,,9.3,1.1333,0.2328529,0.2328529,0.098986,0.8485,0.0150836,2.129059,1.1619,1.2934175,0.7843465,0.7692629,1.6591944,3.386265,,,
"('UGA', 9)",0.0824438,0.0088333,0.1992392,0.0049074,,,0.2247576,,0.569255,,9.3,0.8979,0.2326094,0.2326094,0.0981474,0.8485,0.0147221,2.129059,1.0098,1.4800629,0.794994,0.6212731,1.5497476,3.7011388,,,
"('UGA', 10)",0.044313,0.0100711,0.3756536,0.0835905,,,0.1198466,,0.7281435,,9.1,0.7914,0.2104868,0.1248821,0.1913517,0.8485,0.0664695,2.129059,1.0599,1.2478144,0.6767807,1.0101354,1.5439059,3.6407175,,,
"('UGA', 11)",0.044753,0.0101711,0.3793836,0.0844205,,,0.1210366,,0.7353735,,9.0,0.7914,0.2125768,0.1261221,0.1932517,0.8485,0.0671295,2.129059,1.0599,1.2602044,0.6835007,1.0201654,1.5592359,3.6768675,,,
"('UGA', 12)",0.1479327,0.0331038,0.355866,0.09207,,,0.0631041,,0.793457,,8.9,0.7876,0.1251738,0.0806905,0.1748295,0.8485,0.1324152,2.129059,0.9899,1.2444964,0.4210391,1.394498,1.404843,3.8834909,,,
"('UGA', 13)",0.1865528,0.0417461,0.4787753,0.1161063,,,0.0782739,,0.8831904,,8.05,0.7057,0.1382839,0.0939287,0.2191669,0.8485,0.2387354,0.42445200000000005,0.9257,1.5015541,0.5609629,2.0064207,1.4506761,5.0512749,,,
"('UGA', 14)",0.1865528,0.0417461,0.4787753,0.1161063,,,0.0782739,,0.8831904,,8.05,0.7057,0.1382839,0.0939287,0.2191669,0.8485,0.2387354,0.42445200000000005,0.9257,1.5015541,0.5609629,2.0064207,1.4506761,5.0512749,,,
"('UGA', 15)",0.1958463,0.0438258,0.4985179,0.1218904,,,0.0821733,,0.9162322,,7.4,0.7029,0.1492815,0.1013471,0.2300852,0.8485,0.2629545,0.42445200000000005,0.9286,1.5024016,0.5779521,2.1104839,1.5736185,5.3275682,,,
"('UGA', 16)",0.2314548,0.0506735,0.5053657,0.1205208,,,0.2698023,,0.8915802,,7.4,0.7029,0.1314773,0.0849124,0.3095194,0.8485,0.2958238,0.42445200000000005,0.9286,1.3079248,0.4601704,2.3926122,1.4270761,5.2180038,,,
"('UGA', 17)",0.2346299,0.05214,0.5474698,0.1234894,,,0.274421,,0.9275428,,7.4,0.718,0.1330942,0.0864426,0.314212,0.8485,0.300491,0.42445200000000005,0.888,1.0853349,0.4692598,2.7990938,1.2129406,5.159114,,,
"('UGA', 18)",0.2346299,0.05214,0.5474698,0.1234894,,,0.274421,,0.9275428,,7.4,0.718,0.1330942,0.0864426,0.314212,0.8485,0.300491,0.42445200000000005,0.888,1.0853349,0.4692598,2.7990938,1.2129406,5.159114,,,
"('ZMB', 0)",,,,,,,,,,,13.16,1.2738,,,,0.8485,,,1.6619,1.093649,0.0649134,0.7620264,3.0650395,2.0708773,,,
"('ZMB', 1)",,,,,,,,,,,12.6,1.2738,,,,0.8485,,,1.6619,1.180449,0.0700654,0.8225064,3.3083035,2.2352373,,,
"('ZMB', 2)",,,,,,,,,,,12.0,1.2738,,,,0.8485,,,1.6619,1.273449,0.0755854,0.8873064,3.5689435,2.4113373,,,
"('ZMB', 3)",,,,,,,,,,,12.0,1.219,,,,0.8485,,,1.3381,1.4026061,0.179623,0.7803715,2.8799834,3.351816,,,
"('ZMB', 4)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,,1.8348,1.1416209,0.1791626,1.3450181,2.9946992,2.9946992,,,
"('ZMB', 5)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,2.264663888888889,1.8348,0.8429117,0.1322841,0.9930893,2.2111255,2.2111255,,,
"('ZMB', 6)",,,,,,,,,0.7850371,,9.7,1.1333,,,,0.8485,,2.1946898000000004,1.1619,1.6534171,0.272433,0.7698023,2.0790936,3.4027234,,,
"('ZMB', 7)",,,,,,,,,0.8286848,,9.4,1.1333,,,,0.8485,,1.9964279999999999,1.1619,1.7453464,0.2875801,0.812603,2.1946903,3.5919134,,,
"('ZMB', 8)",0.0831709,0.0095599,0.1577379,0.0047799,,,0.2284809,,0.4837295,,9.3,1.1333,0.2361288,0.2361288,0.1003787,0.8485,0.0152958,1.9964279999999999,1.1619,1.3116144,0.7953814,0.7800856,1.6825375,3.433906,,,
"('ZMB', 9)",0.0835579,0.0089526,0.2019317,0.0049737,,,0.2277948,,0.5769476,,9.3,0.8979,0.2357527,0.2357527,0.0994737,0.8485,0.0149211,1.9964279999999999,1.0098,1.5000637,0.8057371,0.6296686,1.57069,3.751154,,,
"('ZMB', 10)",0.0448966,0.0102038,0.3806007,0.0846913,,,0.1214249,,0.7377327,,9.1,0.7914,0.2132588,0.1265268,0.1938717,0.8485,0.0673449,1.9964279999999999,1.0599,1.2642474,0.6856935,1.0234383,1.5642382,3.6886636,,,
"('ZMB', 11)",0.0453366,0.0103038,0.3843307,0.0855213,,,0.1226149,,0.7449627,,9.0,0.7914,0.2153488,0.1277668,0.1957717,0.8485,0.0680049,1.9964279999999999,1.0599,1.2766374,0.6924135,1.0334683,1.5795682,3.7248136,,,
"('ZMB', 12)",0.1498293,0.0335282,0.3604285,0.0932504,,,0.0639132,,0.8036298,,8.9,0.7876,0.1267786,0.0817251,0.177071,0.8485,0.1341129,1.9964279999999999,0.9899,1.2604519,0.4264372,1.4123767,1.4228543,3.9332805,,,
"('ZMB', 13)",0.1640735,0.0367158,0.4210838,0.1021157,,,0.068842,,0.7767676,,8.05,0.7057,0.1216209,0.0826104,0.1927577,0.8485,0.2099682,1.9964279999999999,0.9257,1.3206196,0.4933679,1.7646508,1.2758723,4.4426058,,,
"('ZMB', 14)",0.17997,0.040273,0.4618811,0.1120093,,,0.0755119,,0.8520259,,8.05,0.7057,0.1334043,0.0906143,0.2114333,0.8485,0.2303113,0.884784,0.9257,1.4485699,0.5411686,1.9356216,1.3994871,4.8730344,,,
"('ZMB', 15)",0.1892636,0.0423527,0.4817619,0.1177934,,,0.0794113,,0.885436,,7.4,0.7029,0.1442639,0.0979406,0.2223516,0.8485,0.2541161,0.884784,0.9286,1.4519032,0.5585261,2.0395468,1.5207263,5.148499,,,
"('ZMB', 16)",0.2236752,0.0489703,0.4883795,0.1164699,,,0.2607338,,0.8616126,,7.4,0.7029,0.1270581,0.0820583,0.2991159,0.8485,0.2858807,0.884784,0.9286,1.2639631,0.4447033,2.3121922,1.3791095,5.0426173,,,
"('ZMB', 17)",0.2267582,0.0503907,0.5291026,0.1193464,,,0.2652143,,0.8964244,,7.4,0.718,0.1286289,0.0835425,0.3036704,0.8485,0.2904097,0.884784,0.888,1.0489226,0.4535165,2.7051861,1.1722473,4.9860292,,,
"('ZMB', 18)",0.2267582,0.0503907,0.5291026,0.1193464,,,0.2652143,,0.8964244,,7.4,0.718,0.1286289,0.0835425,0.3036704,0.8485,0.2904097,0.884784,0.888,1.0489226,0.4535165,2.7051861,1.1722473,4.9860292,,,
"('ZWE', 0)",,,,,,,,,,,13.16,1.2738,,,,0.8485,,,1.6619,1.093649,0.0649134,0.7620264,3.0650395,2.0708773,,,
"('ZWE', 1)",,,,,,,,,,,12.6,1.2738,,,,0.8485,,,1.6619,1.180449,0.0700654,0.8225064,3.3083035,2.2352373,,,
"('ZWE', 2)",,,,,,,,,,,12.0,1.2738,,,,0.8485,,,1.6619,1.273449,0.0755854,0.8873064,3.5689435,2.4113373,,,
"('ZWE', 3)",,,,,,,,,,,12.0,1.219,,,,0.8485,,,1.3381,1.4026061,0.179623,0.7803715,2.8799834,3.351816,,,
"('ZWE', 4)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,,1.8348,1.1416209,0.1791626,1.3450181,2.9946992,2.9946992,,,
"('ZWE', 5)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,2.264663888888889,1.8348,0.8429117,0.1322841,0.9930893,2.2111255,2.2111255,,,
"('ZWE', 6)",,,,,,,,,0.7858366,,9.7,1.1333,,,,0.8485,,2.185563,1.1619,1.655101,0.2727104,0.7705863,2.081211,3.4061888,,,
"('ZWE', 7)",,,,,,,,,0.8121166,,9.4,1.1333,,,,0.8485,,2.185563,1.1619,1.710451,0.2818304,0.7963563,2.150811,3.5200988,,,
"('ZWE', 8)",0.0815254,0.0093707,0.1546172,0.0046854,,,0.2239606,,0.4741593,,9.3,1.1333,0.2314572,0.2314572,0.0983927,0.8485,0.0149932,2.185563,1.1619,1.2856651,0.7796453,0.7646521,1.6492497,3.3659687,,,
"('ZWE', 9)",0.0819692,0.0087824,0.1980922,0.0048791,,,0.2234636,,0.5659777,,9.3,0.8979,0.2312702,0.2312702,0.0975824,0.8485,0.0146374,2.185563,1.0098,1.4715421,0.7904172,0.6176964,1.5408256,3.6798312,,,
"('ZWE', 10)",0.0440644,0.0100146,0.373546,0.0831215,,,0.1191742,,0.7240583,,9.1,0.7914,0.2093059,0.1241815,0.1902781,0.8485,0.0660966,2.185563,1.0599,1.2408135,0.6729836,1.0044681,1.5352439,3.6202913,,,
"('ZWE', 11)",0.0445044,0.0101146,0.377276,0.0839515,,,0.1203642,,0.7312883,,9.0,0.7914,0.2113959,0.1254215,0.1921781,0.8485,0.0667566,2.185563,1.0599,1.2532035,0.6797036,1.0144981,1.5505739,3.6564413,,,
"('ZWE', 12)",0.1471246,0.032923,0.3539222,0.0915671,,,0.0627595,,0.7891231,,8.9,0.7876,0.1244901,0.0802498,0.1738746,0.8485,0.131692,2.185563,0.9899,1.237699,0.4187394,1.3868813,1.3971697,3.8622792,,,
"('ZWE', 13)",0.1769252,0.0395917,0.4540669,0.1101143,,,0.0742344,,0.8376111,,8.05,0.7057,0.1311474,0.0890812,0.2078562,0.8485,0.2264148,1.0977059999999998,0.9257,1.4240625,0.5320129,1.9028742,1.3758102,4.790591,,,
"('ZWE', 14)",0.1769252,0.0395917,0.4540669,0.1101143,,,0.0742344,,0.8376111,,8.05,0.7057,0.1311474,0.0890812,0.2078562,0.8485,0.2264148,1.0977059999999998,0.9257,1.4240625,0.5320129,1.9028742,1.3758102,4.790591,,,
"('ZWE', 15)",0.1862188,0.0416713,0.4740115,0.1158984,,,0.0781338,,0.8711915,,7.4,0.7029,0.141943,0.096365,0.2187745,0.8485,0.250028,1.0977059999999998,0.9286,1.4285457,0.5495408,2.0067355,1.4962616,5.0656724,,,
"('ZWE', 16)",0.2200768,0.0481825,0.4805226,0.1145962,,,0.2565392,,0.8477513,,7.4,0.7029,0.125014,0.0807382,0.2943038,0.8485,0.2812816,1.0977059999999998,0.9286,1.2436291,0.4375491,2.2749948,1.356923,4.961494,,,
"('ZWE', 17)",0.2231173,0.0495816,0.520607,0.1174301,,,0.2609559,,0.8820309,,7.4,0.718,0.1265636,0.0822011,0.2987945,0.8485,0.2857467,1.0977059999999998,0.888,1.0320805,0.4462346,2.66175,1.153425,4.9059705,,,
"('ZWE', 18)",0.2231173,0.0495816,0.520607,0.1174301,,,0.2609559,,0.8820309,,7.4,0.718,0.1265636,0.0822011,0.2987945,0.8485,0.2857467,1.0977059999999998,0.888,1.0320805,0.4462346,2.66175,1.153425,4.9059705,,,
"('CHN', 0)",,,,,,,,,,,13.16,1.2738,,,,0.8485,,,1.6619,1.093649,0.0649134,0.7620264,3.0650395,2.0708773,,,
"('CHN', 1)",,,,,,,,,,,12.6,1.2738,,,,0.8485,,,1.6619,1.180449,0.0700654,0.8225064,3.3083035,2.2352373,,,
"('CHN', 2)",,,,,,,,,,,12.0,1.2738,,,,0.8485,,,1.6619,1.273449,0.0755854,0.8873064,3.5689435,2.4113373,,,
"('CHN', 3)",,,,,,,,,,,12.0,1.219,,,,0.8485,,,1.3381,1.4026061,0.179623,0.7803715,2.8799834,3.351816,,,
"('CHN', 4)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,,1.8348,1.1416209,0.1791626,1.3450181,2.9946992,2.9946992,,,
"('CHN', 5)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,2.2102196000000003,1.8348,0.8500929,0.1334111,1.00155,2.2299632,2.2299632,,,
"('CHN', 6)",,,,,,,,,0.7869565,,9.7,1.1333,,,,0.8485,,2.172778,1.1619,1.6574598,0.2730991,0.7716845,2.0841771,3.4110433,,,
"('CHN', 7)",,,,,,,,,0.8132365,,9.4,1.1333,,,,0.8485,,2.172778,1.1619,1.7128098,0.2822191,0.7974545,2.1537771,3.5249533,,,
"('CHN', 8)",0.0816366,0.0093835,0.1548281,0.0046918,,,0.2242662,,0.4748062,,9.3,1.1333,0.231773,0.231773,0.098527,0.8485,0.0150136,2.172778,1.1619,1.2874192,0.780709,0.7656954,1.6514999,3.3705611,,,
"('CHN', 9)",0.0820766,0.0087939,0.1983517,0.0048855,,,0.2237564,,0.5667193,,9.3,0.8979,0.2315732,0.2315732,0.0977102,0.8485,0.0146565,2.172778,1.0098,1.4734701,0.7914528,0.6185057,1.5428444,3.6846524,,,
"('CHN', 10)",0.0441207,0.0100274,0.3740228,0.0832276,,,0.1193263,,0.7249826,,9.1,0.7914,0.2095731,0.12434,0.190521,0.8485,0.066181,2.172778,1.0599,1.2423976,0.6738428,1.0057504,1.5372038,3.6249131,,,
"('CHN', 11)",0.0445607,0.0101274,0.3777528,0.0840576,,,0.1205163,,0.7322126,,9.0,0.7914,0.2116631,0.12558,0.192421,0.8485,0.066841,2.172778,1.0599,1.2547876,0.6805628,1.0157804,1.5525338,3.6610631,,,
"('CHN', 12)",0.1559545,0.0348989,0.3751633,0.0970626,,,0.066526,,0.8364832,,8.9,0.7876,0.1319615,0.0850661,0.1843099,0.8485,0.1395956,1.568091,0.9899,1.3119809,0.4438705,1.4701165,1.4810224,4.0940782,,,
"('CHN', 13)",0.1701987,0.0380864,0.4368037,0.1059279,,,0.0714121,,0.805766,,8.05,0.7057,0.1261613,0.0856945,0.1999538,0.8485,0.2178068,1.568091,0.9257,1.3699212,0.5117864,1.830529,1.3235034,4.6084579,,,
"('CHN', 14)",0.1701987,0.0380864,0.4368037,0.1059279,,,0.0714121,,0.805766,,8.05,0.7057,0.1261613,0.0856945,0.1999538,0.8485,0.2178068,1.568091,0.9257,1.3699212,0.5117864,1.830529,1.3235034,4.6084579,,,
"('CHN', 15)",0.1794923,0.0401661,0.4568895,0.111712,,,0.0753115,,0.8397227,,7.4,0.7029,0.1368158,0.0928841,0.2108721,0.8485,0.2409967,1.568091,0.9286,1.3769444,0.5296906,1.9342492,1.4422143,4.8826926,,,
"('CHN', 16)",0.2121273,0.0464421,0.4631654,0.1104568,,,0.2472726,,0.8171293,,7.4,0.7029,0.1204983,0.0778218,0.2836731,0.8485,0.2711212,1.568091,0.9286,1.1987073,0.4217441,2.1928185,1.3079089,4.7822773,,,
"('CHN', 17)",0.2150737,0.0477942,0.5018386,0.1131967,,,0.2515482,,0.8502328,,7.4,0.718,0.1220009,0.0792377,0.2880227,0.8485,0.2754453,1.568091,0.888,0.9948731,0.4301474,2.5657914,1.111843,4.7291058,,,
"('CHN', 18)",0.2051232,0.0455829,0.4786209,0.1079596,,,0.2399102,,0.8108965,,7.4,0.718,0.1163565,0.0755717,0.2746972,0.8485,0.2627017,2.1499896666666665,0.888,0.9488449,0.4102465,2.4470841,1.0604031,4.5103119,,,
"('HKG', 0)",,,,,,,,,,,13.16,1.2738,,,,0.8485,,,1.6619,1.093649,0.0649134,0.7620264,3.0650395,2.0708773,,,
"('HKG', 1)",,,,,,,,,,,12.6,1.2738,,,,0.8485,,,1.6619,1.180449,0.0700654,0.8225064,3.3083035,2.2352373,,,
"('HKG', 2)",,,,,,,,,,,12.0,1.2738,,,,0.8485,,,1.6619,1.273449,0.0755854,0.8873064,3.5689435,2.4113373,,,
"('HKG', 3)",,,,,,,,,,,12.0,1.219,,,,0.8485,,,1.3381,1.4026061,0.179623,0.7803715,2.8799834,3.351816,,,
"('HKG', 4)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,,1.8348,1.1416209,0.1791626,1.3450181,2.9946992,2.9946992,,,
"('HKG', 5)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,2.2102196000000003,1.8348,0.8500929,0.1334111,1.00155,2.2299632,2.2299632,,,
"('HKG', 6)",,,,,,,,,0.7782924,,9.7,1.1333,,,,0.8485,,2.2716830000000003,1.1619,1.6392118,0.2700924,0.7631886,2.0612311,3.3734891,,,
"('HKG', 7)",,,,,,,,,0.8045724,,9.4,1.1333,,,,0.8485,,2.2716830000000003,1.1619,1.6945618,0.2792124,0.7889586,2.1308311,3.4873991,,,
"('HKG', 8)",0.0807762,0.0092846,0.1531962,0.0046423,,,0.2219023,,0.4698016,,9.3,1.1333,0.22933,0.22933,0.0974885,0.8485,0.0148554,2.2716830000000003,1.1619,1.2738495,0.7724801,0.7576247,1.6340926,3.3350344,,,
"('HKG', 9)",0.0812458,0.0087049,0.196344,0.0048361,,,0.2214915,,0.5609828,,9.3,0.8979,0.2292292,0.2292292,0.0967212,0.8485,0.0145082,2.2716830000000003,1.0098,1.4585552,0.7834415,0.612245,1.5272273,3.6473553,,,
"('HKG', 10)",0.0436855,0.0099285,0.3703337,0.0824067,,,0.1181494,,0.7178318,,9.1,0.7914,0.207506,0.1231136,0.1886418,0.8485,0.0655282,2.2716830000000003,1.0599,1.2301433,0.6671963,0.9958303,1.5220417,3.5891589,,,
"('HKG', 11)",0.0441255,0.0100285,0.3740637,0.0832367,,,0.1193394,,0.7250618,,9.0,0.7914,0.209596,0.1243536,0.1905418,0.8485,0.0661882,2.2716830000000003,1.0599,1.2425333,0.6739163,1.0058603,1.5373717,3.6253089,,,
"('HKG', 12)",0.1459351,0.0326568,0.3510608,0.0908268,,,0.0622521,,0.7827431,,8.9,0.7876,0.1234836,0.079601,0.1724688,0.8485,0.1306273,2.268745,0.9899,1.2276922,0.4153539,1.3756684,1.3858736,3.8310527,,,
"('HKG', 13)",0.1601794,0.0358443,0.4110897,0.0996921,,,0.0672081,,0.7583317,,8.05,0.7057,0.1187344,0.0806498,0.1881828,0.8485,0.2049848,2.268745,0.9257,1.289276,0.4816583,1.7227684,1.2455907,4.3371647,,,
"('HKG', 14)",0.1601794,0.0358443,0.4110897,0.0996921,,,0.0672081,,0.7583317,,8.05,0.7057,0.1187344,0.0806498,0.1881828,0.8485,0.2049848,2.268745,0.9257,1.289276,0.4816583,1.7227684,1.2455907,4.3371647,,,
"('HKG', 15)",0.1694729,0.037924,0.4313857,0.1054762,,,0.0711075,,0.792849,,7.4,0.7029,0.1291787,0.0876993,0.1991011,0.8485,0.2275441,2.268745,0.9286,1.3000827,0.500123,1.8262784,1.3617092,4.6101382,,,
"('HKG', 16)",0.2002862,0.0438496,0.4373113,0.104291,,,0.2334697,,0.7715167,,7.4,0.7029,0.113772,0.0734778,0.2678384,0.8485,0.2559871,2.268745,0.9286,1.1317949,0.3982022,2.0704142,1.2349008,4.5153282,,,
"('HKG', 17)",0.2030925,0.0451317,0.4738825,0.1068908,,,0.2375351,,0.8028686,,7.4,0.718,0.1152045,0.0748236,0.2719777,0.8485,0.2601009,2.268745,0.888,0.9394513,0.406185,2.422858,1.0499051,4.4656599,,,
"('HKG', 18)",0.2030925,0.0451317,0.4738825,0.1068908,,,0.2375351,,0.8028686,,7.4,0.718,0.1152045,0.0748236,0.2719777,0.8485,0.2601009,2.268745,0.888,0.9394513,0.406185,2.422858,1.0499051,4.4656599,,,
