,growth_collection,processing,preparation,material,energy,things,buildings,infrastructure,inhabited,waste,sleep,hygiene_grooming,childcare,adultcare,moving_things,moving_people,organization,education,meals,active_recreation,religious,social,interactive,passive,work_employed,work_other,unknown
"('MUS', 14)",0.1641724,0.0367379,0.4213376,0.1021772,,,0.0688835,,0.7772358,,8.05,0.7057,0.1216942,0.0826602,0.1928739,0.8485,0.2100948,1.989512,0.9257,1.3214157,0.4936653,1.7657144,1.2766414,4.4452837,,,
"('MUS', 15)",0.173466,0.0388176,0.4415498,0.1079613,,,0.0727829,,0.8115296,,7.4,0.7029,0.1322223,0.0897656,0.2037922,0.8485,0.2329054,1.989512,0.9286,1.3307145,0.5119066,1.8693082,1.3937931,4.7187598,,,
"('MUS', 16)",0.2050052,0.0448828,0.447615,0.1067483,,,0.2389706,,0.7896948,,7.4,0.7029,0.1164527,0.075209,0.274149,0.8485,0.2620185,1.989512,0.9286,1.1584616,0.4075844,2.1191963,1.2639968,4.6217159,,,
"('MUS', 17)",0.2078674,0.0461928,0.4850239,0.1094039,,,0.2431198,,0.8217448,,7.4,0.718,0.1179131,0.0765827,0.2783721,0.8485,0.2662161,1.989512,0.888,0.9615387,0.4157348,2.4798216,1.0745893,4.5706515,,,
"('MUS', 18)",0.2078674,0.0461928,0.4850239,0.1094039,,,0.2431198,,0.8217448,,7.4,0.718,0.1179131,0.0765827,0.2783721,0.8485,0.2662161,1.989512,0.888,0.9615387,0.4157348,2.4798216,1.0745893,4.5706515,,,
"('MWI', 0)",,,,,,,,,,,13.16,1.2738,,,,0.8485,,,1.6619,1.093649,0.0649134,0.7620264,3.0650395,2.0708773,,,
"('MWI', 1)",,,,,,,,,,,12.6,1.2738,,,,0.8485,,,1.6619,1.180449,0.0700654,0.8225064,3.3083035,2.2352373,,,
"('MWI', 2)",,,,,,,,,,,12.0,1.2738,,,,0.8485,,,1.6619,1.273449,0.0755854,0.8873064,3.5689435,2.4113373,,,
"('MWI', 3)",,,,,,,,,,,12.0,1.219,,,,0.8485,,,1.3381,1.4026061,0.179623,0.7803715,2.8799834,3.351816,,,
"('MWI', 4)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,,1.8348,1.1416209,0.1791626,1.3450181,2.9946992,2.9946992,,,
"('MWI', 5)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,2.264663888888889,1.8348,0.8429117,0.1322841,0.9930893,2.2111255,2.2111255,,,
"('MWI', 6)",,,,,,,,,0.7789162,,9.7,1.1333,,,,0.8485,,2.2645619999999997,1.1619,1.6405257,0.2703088,0.7638003,2.0628832,3.3761929,,,
"('MWI', 7)",,,,,,,,,0.8051962,,9.4,1.1333,,,,0.8485,,2.2645619999999997,1.1619,1.6958757,0.2794288,0.7895703,2.1324832,3.4901029,,,
"('MWI', 8)",0.0808381,0.0092917,0.1533137,0.0046459,,,0.2220725,,0.4701619,,9.3,1.1333,0.2295059,0.2295059,0.0975632,0.8485,0.0148668,2.2645619999999997,1.1619,1.2748265,0.7730726,0.7582058,1.6353459,3.3375923,,,
"('MWI', 9)",0.0813056,0.0087113,0.1964885,0.0048396,,,0.2216546,,0.5613958,,9.3,0.8979,0.2293979,0.2293979,0.0967924,0.8485,0.0145189,2.2645619999999997,1.0098,1.4596291,0.7840183,0.6126958,1.5283517,3.6500406,,,
"('MWI', 10)",0.0437168,0.0099356,0.3705993,0.0824658,,,0.1182341,,0.7183466,,9.1,0.7914,0.2076548,0.1232019,0.1887771,0.8485,0.0655752,2.2645619999999997,1.0599,1.2310255,0.6676749,0.9965445,1.5231333,3.5917331,,,
"('MWI', 11)",0.0441568,0.0100356,0.3743293,0.0832958,,,0.1194241,,0.7255766,,9.0,0.7914,0.2097448,0.1244419,0.1906771,0.8485,0.0662352,2.2645619999999997,1.0599,1.2434155,0.6743949,1.0065745,1.5384633,3.6278831,,,
"('MWI', 12)",0.1687711,0.037767,0.4059949,0.1050394,,,0.0719933,,0.905227,,8.9,0.7876,0.1428063,0.092057,0.1994568,0.8485,0.1510679,0.671823,0.9899,1.4198019,0.4803486,1.5909335,1.6027356,4.4305372,,,
"('MWI', 13)",0.1830154,0.0409545,0.4696968,0.1139047,,,0.0767897,,0.8664434,,8.05,0.7057,0.1356617,0.0921476,0.2150111,0.8485,0.2342085,0.671823,0.9257,1.4730817,0.5503259,1.968375,1.4231684,4.9554929,,,
"('MWI', 14)",0.1830154,0.0409545,0.4696968,0.1139047,,,0.0767897,,0.8664434,,8.05,0.7057,0.1356617,0.0921476,0.2150111,0.8485,0.2342085,0.671823,0.9257,1.4730817,0.5503259,1.968375,1.4231684,4.9554929,,,
"('MWI', 15)",0.1923089,0.0430342,0.4895136,0.1196888,,,0.0806891,,0.899683,,7.4,0.7029,0.1465851,0.0995165,0.2259294,0.8485,0.258205,0.671823,0.9286,1.475265,0.5675131,2.0723641,1.5451955,5.2313409,,,
"('MWI', 16)",0.2272742,0.0497583,0.4962377,0.118344,,,0.2649291,,0.8754763,,7.4,0.7029,0.1291025,0.0833787,0.3039288,0.8485,0.2904806,0.671823,0.9286,1.2843009,0.4518587,2.3493965,1.4013,5.1237554,,,
"('MWI', 17)",0.2303999,0.0512,0.5375997,0.1212631,,,0.2694735,,0.9108206,,7.4,0.718,0.1306947,0.0848842,0.3085472,0.8485,0.2950735,0.671823,0.888,1.0657679,0.4607998,2.7486301,1.191073,5.0661026,,,
"('MWI', 18)",0.2303999,0.0512,0.5375997,0.1212631,,,0.2694735,,0.9108206,,7.4,0.718,0.1306947,0.0848842,0.3085472,0.8485,0.2950735,0.671823,0.888,1.0657679,0.4607998,2.7486301,1.191073,5.0661026,,,
"('MYT', 0)",,,,,,,,,,,13.16,1.2738,,,,0.8485,,,1.6619,1.093649,0.0649134,0.7620264,3.0650395,2.0708773,,,
"('MYT', 1)",,,,,,,,,,,12.6,1.2738,,,,0.8485,,,1.6619,1.180449,0.0700654,0.8225064,3.3083035,2.2352373,,,
"('MYT', 2)",,,,,,,,,,,12.0,1.2738,,,,0.8485,,,1.6619,1.273449,0.0755854,0.8873064,3.5689435,2.4113373,,,
"('MYT', 3)",,,,,,,,,,,12.0,1.219,,,,0.8485,,,1.3381,1.4026061,0.179623,0.7803715,2.8799834,3.351816,,,
"('MYT', 4)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,,1.8348,1.1416209,0.1791626,1.3450181,2.9946992,2.9946992,,,
"('MYT', 5)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,2.264663888888889,1.8348,0.8429117,0.1322841,0.9930893,2.2111255,2.2111255,,,
"('MYT', 6)",,,,,,,,,0.7850371,,9.7,1.1333,,,,0.8485,,2.1946898000000004,1.1619,1.6534171,0.272433,0.7698023,2.0790936,3.4027234,,,
"('MYT', 7)",,,,,,,,,0.8113171,,9.4,1.1333,,,,0.8485,,2.1946898000000004,1.1619,1.7087671,0.281553,0.7955723,2.1486936,3.5166334,,,
"('MYT', 8)",0.081446,0.0093616,0.1544666,0.0046808,,,0.2237425,,0.4736975,,9.3,1.1333,0.2312318,0.2312318,0.0982969,0.8485,0.0149786,2.1946898000000004,1.1619,1.2844129,0.778886,0.7639074,1.6476434,3.3626904,,,
"('MYT', 9)",0.0818925,0.0087742,0.1979069,0.0048746,,,0.2232546,,0.5654484,,9.3,0.8979,0.2310539,0.2310539,0.0974911,0.8485,0.0146237,2.1946898000000004,1.0098,1.4701658,0.7896779,0.6171187,1.5393845,3.6763895,,,
"('MYT', 10)",0.0440242,0.0100055,0.3732055,0.0830457,,,0.1190656,,0.7233984,,9.1,0.7914,0.2091152,0.1240683,0.1901047,0.8485,0.0660364,2.1946898000000004,1.0599,1.2396827,0.6723703,1.0035527,1.5338447,3.6169919,,,
"('MYT', 11)",0.0446276,0.0101426,0.3783204,0.0841839,,,0.1206974,,0.7333127,,9.0,0.7914,0.2119811,0.1257687,0.1927101,0.8485,0.0669414,2.1575626000000003,1.0599,1.2566728,0.6815852,1.0173065,1.5548663,3.6665634,,,
"('MYT', 12)",0.1520046,0.034015,0.3656613,0.0946042,,,0.0648411,,0.8152972,,8.9,0.7876,0.1286192,0.0829116,0.1796417,0.8485,0.13606,1.8443106666666664,0.9899,1.2787516,0.4326284,1.4328821,1.4435118,3.9903854,,,
"('MYT', 13)",0.1662488,0.0372025,0.4266665,0.1034695,,,0.0697547,,0.7870659,,8.05,0.7057,0.1232334,0.0837057,0.1953133,0.8485,0.2127519,1.8443106666666664,0.9257,1.3381284,0.4999089,1.7880464,1.2927878,4.5015056,,,
"('MYT', 14)",0.1662488,0.0372025,0.4266665,0.1034695,,,0.0697547,,0.7870659,,8.05,0.7057,0.1232334,0.0837057,0.1953133,0.8485,0.2127519,1.8443106666666664,0.9257,1.3381284,0.4999089,1.7880464,1.2927878,4.5015056,,,
"('MYT', 15)",0.1755424,0.0392822,0.4468351,0.1092536,,,0.0736541,,0.8212436,,7.4,0.7029,0.133805,0.0908401,0.2062316,0.8485,0.2356932,1.8443106666666664,0.9286,1.3466431,0.5180341,1.8916837,1.4104767,4.7752432,,,
"('MYT', 16)",0.2074591,0.0454201,0.4529729,0.1080261,,,0.2418311,,0.7991474,,7.4,0.7029,0.1178466,0.0761093,0.2774306,0.8485,0.2651549,1.8443106666666664,0.9286,1.1723283,0.4124632,2.1445629,1.2791268,4.6770376,,,
"('MYT', 17)",0.2106785,0.0468174,0.4915832,0.1108834,,,0.2464076,,0.8328577,,7.4,0.718,0.1195077,0.0776184,0.2821367,0.8485,0.2698163,1.8251200714285711,0.888,0.9745421,0.421357,2.5133575,1.0891216,4.6324629,,,
"('MYT', 18)",0.2122362,0.0471636,0.4952177,0.1117032,,,0.2482294,,0.8390155,,7.4,0.718,0.1203913,0.0781923,0.2842227,0.8485,0.2718112,1.7340285000000002,0.888,0.9817474,0.4244723,2.5319402,1.0971741,4.6667133,,,
"('REU', 0)",,,,,,,,,,,13.16,1.2738,,,,0.8485,,,1.6619,1.093649,0.0649134,0.7620264,3.0650395,2.0708773,,,
"('REU', 1)",,,,,,,,,,,12.6,1.2738,,,,0.8485,,,1.6619,1.180449,0.0700654,0.8225064,3.3083035,2.2352373,,,
"('REU', 2)",,,,,,,,,,,12.0,1.2738,,,,0.8485,,,1.6619,1.273449,0.0755854,0.8873064,3.5689435,2.4113373,,,
"('REU', 3)",,,,,,,,,,,12.0,1.219,,,,0.8485,,,1.3381,1.4026061,0.179623,0.7803715,2.8799834,3.351816,,,
"('REU', 4)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,,1.8348,1.1416209,0.1791626,1.3450181,2.9946992,2.9946992,,,
"('REU', 5)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,2.264663888888889,1.8348,0.8429117,0.1322841,0.9930893,2.2111255,2.2111255,,,
"('REU', 6)",,,,,,,,,0.7850371,,9.7,1.1333,,,,0.8485,,2.1946898000000004,1.1619,1.6534171,0.272433,0.7698023,2.0790936,3.4027234,,,
"('REU', 7)",,,,,,,,,0.8113171,,9.4,1.1333,,,,0.8485,,2.1946898000000004,1.1619,1.7087671,0.281553,0.7955723,2.1486936,3.5166334,,,
"('REU', 8)",0.081446,0.0093616,0.1544666,0.0046808,,,0.2237425,,0.4736975,,9.3,1.1333,0.2312318,0.2312318,0.0982969,0.8485,0.0149786,2.1946898000000004,1.1619,1.2844129,0.778886,0.7639074,1.6476434,3.3626904,,,
"('REU', 9)",0.0818925,0.0087742,0.1979069,0.0048746,,,0.2232546,,0.5654484,,9.3,0.8979,0.2310539,0.2310539,0.0974911,0.8485,0.0146237,2.1946898000000004,1.0098,1.4701658,0.7896779,0.6171187,1.5393845,3.6763895,,,
"('REU', 10)",0.0440242,0.0100055,0.3732055,0.0830457,,,0.1190656,,0.7233984,,9.1,0.7914,0.2091152,0.1240683,0.1901047,0.8485,0.0660364,2.1946898000000004,1.0599,1.2396827,0.6723703,1.0035527,1.5338447,3.6169919,,,
"('REU', 11)",0.0446276,0.0101426,0.3783204,0.0841839,,,0.1206974,,0.7333127,,9.0,0.7914,0.2119811,0.1257687,0.1927101,0.8485,0.0669414,2.1575626000000003,1.0599,1.2566728,0.6815852,1.0173065,1.5548663,3.6665634,,,
"('REU', 12)",0.1520046,0.034015,0.3656613,0.0946042,,,0.0648411,,0.8152972,,8.9,0.7876,0.1286192,0.0829116,0.1796417,0.8485,0.13606,1.8443106666666664,0.9899,1.2787516,0.4326284,1.4328821,1.4435118,3.9903854,,,
"('REU', 13)",0.1662488,0.0372025,0.4266665,0.1034695,,,0.0697547,,0.7870659,,8.05,0.7057,0.1232334,0.0837057,0.1953133,0.8485,0.2127519,1.8443106666666664,0.9257,1.3381284,0.4999089,1.7880464,1.2927878,4.5015056,,,
"('REU', 14)",0.1662488,0.0372025,0.4266665,0.1034695,,,0.0697547,,0.7870659,,8.05,0.7057,0.1232334,0.0837057,0.1953133,0.8485,0.2127519,1.8443106666666664,0.9257,1.3381284,0.4999089,1.7880464,1.2927878,4.5015056,,,
"('REU', 15)",0.1755424,0.0392822,0.4468351,0.1092536,,,0.0736541,,0.8212436,,7.4,0.7029,0.133805,0.0908401,0.2062316,0.8485,0.2356932,1.8443106666666664,0.9286,1.3466431,0.5180341,1.8916837,1.4104767,4.7752432,,,
"('REU', 16)",0.2074591,0.0454201,0.4529729,0.1080261,,,0.2418311,,0.7991474,,7.4,0.7029,0.1178466,0.0761093,0.2774306,0.8485,0.2651549,1.8443106666666664,0.9286,1.1723283,0.4124632,2.1445629,1.2791268,4.6770376,,,
"('REU', 17)",0.2106785,0.0468174,0.4915832,0.1108834,,,0.2464076,,0.8328577,,7.4,0.718,0.1195077,0.0776184,0.2821367,0.8485,0.2698163,1.8251200714285711,0.888,0.9745421,0.421357,2.5133575,1.0891216,4.6324629,,,
"('REU', 18)",0.2122362,0.0471636,0.4952177,0.1117032,,,0.2482294,,0.8390155,,7.4,0.718,0.1203913,0.0781923,0.2842227,0.8485,0.2718112,1.7340285000000002,0.888,0.9817474,0.4244723,2.5319402,1.0971741,4.6667133,,,
"('RWA', 0)",,,,,,,,,,,13.16,1.2738,,,,0.8485,,,1.6619,1.093649,0.0649134,0.7620264,3.0650395,2.0708773,,,
"('RWA', 1)",,,,,,,,,,,12.6,1.2738,,,,0.8485,,,1.6619,1.180449,0.0700654,0.8225064,3.3083035,2.2352373,,,
"('RWA', 2)",,,,,,,,,,,12.0,1.2738,,,,0.8485,,,1.6619,1.273449,0.0755854,0.8873064,3.5689435,2.4113373,,,
"('RWA', 3)",,,,,,,,,,,12.0,1.219,,,,0.8485,,,1.3381,1.4026061,0.179623,0.7803715,2.8799834,3.351816,,,
"('RWA', 4)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,,1.8348,1.1416209,0.1791626,1.3450181,2.9946992,2.9946992,,,
"('RWA', 5)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,2.264663888888889,1.8348,0.8429117,0.1322841,0.9930893,2.2111255,2.2111255,,,
"('RWA', 6)",,,,,,,,,0.7850371,,9.7,1.1333,,,,0.8485,,2.1946898000000004,1.1619,1.6534171,0.272433,0.7698023,2.0790936,3.4027234,,,
"('RWA', 7)",,,,,,,,,0.807518,,9.4,1.1333,,,,0.8485,,2.238058,1.1619,1.7007656,0.2802346,0.791847,2.1386321,3.5001665,,,
"('RWA', 8)",0.0810687,0.0093182,0.153751,0.0046591,,,0.222706,,0.471503,,9.3,1.1333,0.2301606,0.2301606,0.0978415,0.8485,0.0149092,2.238058,1.1619,1.2784628,0.7752777,0.7603685,1.6400106,3.3471125,,,
"('RWA', 9)",0.0815282,0.0087352,0.1970266,0.0048529,,,0.2222615,,0.562933,,9.3,0.8979,0.2300261,0.2300261,0.0970574,0.8485,0.0145586,2.238058,1.0098,1.4636259,0.7861651,0.6143735,1.5325367,3.6600353,,,
"('RWA', 10)",0.0438334,0.0099621,0.3715879,0.0826858,,,0.1185495,,0.7202629,,9.1,0.7914,0.2082088,0.1235306,0.1892807,0.8485,0.0657501,2.238058,1.0599,1.2343094,0.6694559,0.9992028,1.5271964,3.6013143,,,
"('RWA', 11)",0.0442734,0.0100621,0.3753179,0.0835158,,,0.1197395,,0.7274929,,9.0,0.7914,0.2102988,0.1247706,0.1911807,0.8485,0.0664101,2.238058,1.0599,1.2466994,0.6761759,1.0092328,1.5425264,3.6374643,,,
"('RWA', 12)",0.146374,0.032755,0.3521164,0.0910999,,,0.0624392,,0.7850968,,8.9,0.7876,0.1238549,0.0798403,0.1729874,0.8485,0.1310201,2.238058,0.9899,1.2313838,0.4166028,1.379805,1.3900409,3.8425726,,,
"('RWA', 13)",0.1828243,0.0409117,0.4692063,0.1137857,,,0.0767095,,0.8655386,,8.05,0.7057,0.1355201,0.0920514,0.2147865,0.8485,0.2339639,0.685187,0.9257,1.4715435,0.5497513,1.9663196,1.4216823,4.9503183,,,
"('RWA', 14)",0.1828243,0.0409117,0.4692063,0.1137857,,,0.0767095,,0.8655386,,8.05,0.7057,0.1355201,0.0920514,0.2147865,0.8485,0.2339639,0.685187,0.9257,1.4715435,0.5497513,1.9663196,1.4216823,4.9503183,,,
"('RWA', 15)",0.1921178,0.0429914,0.4890272,0.1195698,,,0.0806089,,0.898789,,7.4,0.7029,0.1464395,0.0994176,0.2257049,0.8485,0.2579484,0.685187,0.9286,1.473799,0.5669491,2.0703047,1.54366,5.2261423,,,
"('RWA', 16)",0.2270483,0.0497088,0.4957446,0.1182264,,,0.2646658,,0.8746063,,7.4,0.7029,0.1289742,0.0832958,0.3036268,0.8485,0.290192,0.685187,0.9286,1.2830246,0.4514097,2.3470618,1.3999075,5.1186638,,,
"('RWA', 17)",0.2301714,0.0511492,0.5370665,0.1211428,,,0.2692063,,0.9099172,,7.4,0.718,0.130565,0.0848,0.3082412,0.8485,0.2947809,0.685187,0.888,1.0647108,0.4603427,2.7459039,1.1898917,5.0610777,,,
"('RWA', 18)",0.2301714,0.0511492,0.5370665,0.1211428,,,0.2692063,,0.9099172,,7.4,0.718,0.130565,0.0848,0.3082412,0.8485,0.2947809,0.685187,0.888,1.0647108,0.4603427,2.7459039,1.1898917,5.0610777,,,
"('SOM', 0)",,,,,,,,,,,13.16,1.2738,,,,0.8485,,,1.6619,1.093649,0.0649134,0.7620264,3.0650395,2.0708773,,,
"('SOM', 1)",,,,,,,,,,,12.6,1.2738,,,,0.8485,,,1.6619,1.180449,0.0700654,0.8225064,3.3083035,2.2352373,,,
"('SOM', 2)",,,,,,,,,,,12.0,1.2738,,,,0.8485,,,1.6619,1.273449,0.0755854,0.8873064,3.5689435,2.4113373,,,
"('SOM', 3)",,,,,,,,,,,12.0,1.219,,,,0.8485,,,1.3381,1.4026061,0.179623,0.7803715,2.8799834,3.351816,,,
"('SOM', 4)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,,1.8348,1.1416209,0.1791626,1.3450181,2.9946992,2.9946992,,,
"('SOM', 5)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,2.264663888888889,1.8348,0.8429117,0.1322841,0.9930893,2.2111255,2.2111255,,,
"('SOM', 6)",,,,,,,,,0.7850371,,9.7,1.1333,,,,0.8485,,2.1946898000000004,1.1619,1.6534171,0.272433,0.7698023,2.0790936,3.4027234,,,
"('SOM', 7)",,,,,,,,,0.8113171,,9.4,1.1333,,,,0.8485,,2.1946898000000004,1.1619,1.7087671,0.281553,0.7955723,2.1486936,3.5166334,,,
"('SOM', 8)",0.081446,0.0093616,0.1544666,0.0046808,,,0.2237425,,0.4736975,,9.3,1.1333,0.2312318,0.2312318,0.0982969,0.8485,0.0149786,2.1946898000000004,1.1619,1.2844129,0.778886,0.7639074,1.6476434,3.3626904,,,
"('SOM', 9)",0.0818925,0.0087742,0.1979069,0.0048746,,,0.2232546,,0.5654484,,9.3,0.8979,0.2310539,0.2310539,0.0974911,0.8485,0.0146237,2.1946898000000004,1.0098,1.4701658,0.7896779,0.6171187,1.5393845,3.6763895,,,
"('SOM', 10)",0.0440242,0.0100055,0.3732055,0.0830457,,,0.1190656,,0.7233984,,9.1,0.7914,0.2091152,0.1240683,0.1901047,0.8485,0.0660364,2.1946898000000004,1.0599,1.2396827,0.6723703,1.0035527,1.5338447,3.6169919,,,
"('SOM', 11)",0.0446276,0.0101426,0.3783204,0.0841839,,,0.1206974,,0.7333127,,9.0,0.7914,0.2119811,0.1257687,0.1927101,0.8485,0.0669414,2.1575626000000003,1.0599,1.2566728,0.6815852,1.0173065,1.5548663,3.6665634,,,
"('SOM', 12)",0.1520046,0.034015,0.3656613,0.0946042,,,0.0648411,,0.8152972,,8.9,0.7876,0.1286192,0.0829116,0.1796417,0.8485,0.13606,1.8443106666666664,0.9899,1.2787516,0.4326284,1.4328821,1.4435118,3.9903854,,,
"('SOM', 13)",0.1662488,0.0372025,0.4266665,0.1034695,,,0.0697547,,0.7870659,,8.05,0.7057,0.1232334,0.0837057,0.1953133,0.8485,0.2127519,1.8443106666666664,0.9257,1.3381284,0.4999089,1.7880464,1.2927878,4.5015056,,,
"('SOM', 14)",0.1662488,0.0372025,0.4266665,0.1034695,,,0.0697547,,0.7870659,,8.05,0.7057,0.1232334,0.0837057,0.1953133,0.8485,0.2127519,1.8443106666666664,0.9257,1.3381284,0.4999089,1.7880464,1.2927878,4.5015056,,,
"('SOM', 15)",0.1755424,0.0392822,0.4468351,0.1092536,,,0.0736541,,0.8212436,,7.4,0.7029,0.133805,0.0908401,0.2062316,0.8485,0.2356932,1.8443106666666664,0.9286,1.3466431,0.5180341,1.8916837,1.4104767,4.7752432,,,
"('SOM', 16)",0.2074591,0.0454201,0.4529729,0.1080261,,,0.2418311,,0.7991474,,7.4,0.7029,0.1178466,0.0761093,0.2774306,0.8485,0.2651549,1.8443106666666664,0.9286,1.1723283,0.4124632,2.1445629,1.2791268,4.6770376,,,
"('SOM', 17)",0.2106785,0.0468174,0.4915832,0.1108834,,,0.2464076,,0.8328577,,7.4,0.718,0.1195077,0.0776184,0.2821367,0.8485,0.2698163,1.8251200714285711,0.888,0.9745421,0.421357,2.5133575,1.0891216,4.6324629,,,
"('SOM', 18)",0.2122362,0.0471636,0.4952177,0.1117032,,,0.2482294,,0.8390155,,7.4,0.718,0.1203913,0.0781923,0.2842227,0.8485,0.2718112,1.7340285000000002,0.888,0.9817474,0.4244723,2.5319402,1.0971741,4.6667133,,,
"('SSD', 0)",,,,,,,,,,,13.16,1.2738,,,,0.8485,,,1.6619,1.093649,0.0649134,0.7620264,3.0650395,2.0708773,,,
"('SSD', 1)",,,,,,,,,,,12.6,1.2738,,,,0.8485,,,1.6619,1.180449,0.0700654,0.8225064,3.3083035,2.2352373,,,
"('SSD', 2)",,,,,,,,,,,12.0,1.2738,,,,0.8485,,,1.6619,1.273449,0.0755854,0.8873064,3.5689435,2.4113373,,,
"('SSD', 3)",,,,,,,,,,,12.0,1.219,,,,0.8485,,,1.3381,1.4026061,0.179623,0.7803715,2.8799834,3.351816,,,
"('SSD', 4)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,,1.8348,1.1416209,0.1791626,1.3450181,2.9946992,2.9946992,,,
"('SSD', 5)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,2.264663888888889,1.8348,0.8429117,0.1322841,0.9930893,2.2111255,2.2111255,,,
"('SSD', 6)",,,,,,,,,0.9165808,,9.7,1.1333,,,,0.8485,,0.693049,1.1619,1.9304698,0.3180828,0.8987933,2.4274742,3.9728964,,,
"('SSD', 7)",,,,,,,,,0.9428608,,9.4,1.1333,,,,0.8485,,0.693049,1.1619,1.9858198,0.3272028,0.9245633,2.4970742,4.0868064,,,
"('SSD', 8)",0.0945103,0.0108633,0.1792436,0.0054316,,,0.2596317,,0.5496805,,9.3,1.1333,0.2683223,0.2683223,0.1140641,0.8485,0.0173812,0.693049,1.1619,1.490438,0.9038225,0.8864413,1.9119322,3.9020798,,,
"('SSD', 9)",0.0945063,0.0101257,0.2283902,0.0056254,,,0.2576422,,0.6525436,,9.3,0.8979,0.2666428,0.2666428,0.1125075,0.8485,0.0168761,0.693049,1.0098,1.6966133,0.9113108,0.7121725,1.7764936,4.2426582,,,
"('SSD', 10)",0.0506315,0.0115072,0.4292167,0.0955094,,,0.1369351,,0.831967,,9.1,0.7914,0.2404995,0.1426887,0.2186359,0.8485,0.0759472,0.693049,1.0599,1.425736,0.7732805,1.1541672,1.7640462,4.1598351,,,
"('SSD', 11)",0.0510715,0.0116072,0.4329467,0.0963394,,,0.1381251,,0.839197,,9.0,0.7914,0.2425895,0.1439287,0.2205359,0.8485,0.0766072,0.693049,1.0599,1.438126,0.7800005,1.1641972,1.7793762,4.1959851,,,
"('SSD', 12)",0.1684676,0.037699,0.4052647,0.1048505,,,0.0718638,,0.9035989,,8.9,0.7876,0.1425495,0.0918914,0.1990981,0.8485,0.1507962,0.693049,0.9899,1.4172484,0.4794847,1.5880722,1.5998531,4.422569,,,
"('SSD', 13)",0.190921,0.0427236,0.489986,0.118825,,,0.0801067,,0.9038707,,8.05,0.7057,0.1415219,0.096128,0.2242988,0.8485,0.2443255,0.11898199999999999,0.9257,1.5367137,0.5740981,2.0534019,1.4846443,5.1695529,,,
"('SSD', 14)",0.190921,0.0427236,0.489986,0.118825,,,0.0801067,,0.9038707,,8.05,0.7057,0.1415219,0.096128,0.2242988,0.8485,0.2443255,0.11898199999999999,0.9257,1.5367137,0.5740981,2.0534019,1.4846443,5.1695529,,,
"('SSD', 15)",0.2002146,0.0448033,0.5096371,0.1246091,,,0.0840061,,0.9366681,,7.4,0.7029,0.1526111,0.1036075,0.2352171,0.8485,0.2688195,0.11898199999999999,0.9286,1.5359117,0.590843,2.1575569,1.608717,5.446396,,,
"('SSD', 16)",0.2366172,0.0518038,0.5166376,0.123209,,,0.2758201,,0.9114663,,7.4,0.7029,0.1344098,0.0868063,0.316423,0.8485,0.302422,0.11898199999999999,0.9286,1.3370972,0.4704342,2.4459778,1.4589061,5.3343879,,,
"('SSD', 17)",0.2398535,0.0533008,0.5596581,0.1262387,,,0.2805304,,0.9481926,,7.4,0.718,0.1360572,0.0883671,0.3212073,0.8485,0.3071807,0.11898199999999999,0.888,1.1094976,0.4797069,2.8614097,1.2399442,5.2739708,,,
"('SSD', 18)",0.2398535,0.0533008,0.5596581,0.1262387,,,0.2805304,,0.9481926,,7.4,0.718,0.1360572,0.0883671,0.3212073,0.8485,0.3071807,0.11898199999999999,0.888,1.1094976,0.4797069,2.8614097,1.2399442,5.2739708,,,
"('SYC', 0)",,,,,,,,,,,13.16,1.2738,,,,0.8485,,,1.6619,1.093649,0.0649134,0.7620264,3.0650395,2.0708773,,,
"('SYC', 1)",,,,,,,,,,,12.6,1.2738,,,,0.8485,,,1.6619,1.180449,0.0700654,0.8225064,3.3083035,2.2352373,,,
"('SYC', 2)",,,,,,,,,,,12.0,1.2738,,,,0.8485,,,1.6619,1.273449,0.0755854,0.8873064,3.5689435,2.4113373,,,
"('SYC', 3)",,,,,,,,,,,12.0,1.219,,,,0.8485,,,1.3381,1.4026061,0.179623,0.7803715,2.8799834,3.351816,,,
"('SYC', 4)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,,1.8348,1.1416209,0.1791626,1.3450181,2.9946992,2.9946992,,,
"('SYC', 5)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,2.264663888888889,1.8348,0.8429117,0.1322841,0.9930893,2.2111255,2.2111255,,,
"('SYC', 6)",,,,,,,,,0.7853379,,9.7,1.1333,,,,0.8485,,2.191255,1.1619,1.6540508,0.2725374,0.7700974,2.0798904,3.4040276,,,
"('SYC', 7)",,,,,,,,,0.8116179,,9.4,1.1333,,,,0.8485,,2.191255,1.1619,1.7094008,0.2816574,0.7958674,2.1494904,3.5179376,,,
